NIP,NAMA,Periode,Orientasi_Pelayanan,Akuntabel,Kompeten,Harmonis,Loyal,Adaptif,Kolaboratif,Rata_7_Aspek,Kategori_7_Aspek,Waktu_Update
198303142024041001,PEGAWAI 215,2026-03,84,95,89,82,95,80,95,88.6,Sesuai Ekspektasi,03-08-2026 14:21:00
197202101998031001,PEGAWAI 216,2026-03,81,70,89,89,88,91,77,83.6,Sesuai Ekspektasi,03-08-2026 14:21:00
198710292027041001,PEGAWAI 217,2026-03,92,71,89,70,87,77,89,82.1,Sesuai Ekspektasi,03-08-2026 14:21:00
198001192027102001,PEGAWAI 218,2026-03,93,95,90,94,91,93,92,92.6,Diatas Ekspektasi,03-08-2026 14:21:00
197205151997071001,PEGAWAI 219,2026-03,72,79,91,71,88,80,79,80.0,Sesuai Ekspektasi,03-08-2026 14:21:00
200007142023072001,PEGAWAI 22,2026-03,71,93,71,87,95,92,80,84.1,Sesuai Ekspektasi,03-08-2026 14:21:00
197906092025071001,PEGAWAI 220,2026-03,70,71,71,80,78,90,71,75.9,Sesuai Ekspektasi,03-08-2026 14:21:00
197906252026061001,PEGAWAI 221,2026-03,73,73,84,75,74,83,94,79.4,Sesuai Ekspektasi,03-08-2026 14:21:00
197610052023051001,PEGAWAI 222,2026-03,81,89,85,79,77,73,84,81.1,Sesuai Ekspektasi,03-08-2026 14:21:00
198202282026051001,PEGAWAI 223,2026-03,91,73,72,80,91,72,91,81.4,Sesuai Ekspektasi,03-08-2026 14:21:00
197808032025041001,PEGAWAI 224,2026-03,76,84,90,84,91,92,80,85.3,Sesuai Ekspektasi,03-08-2026 14:21:00
199007182015041001,PEGAWAI 225,2026-03,76,94,77,80,83,83,83,82.3,Sesuai Ekspektasi,03-08-2026 14:21:00
196811301992061001,PEGAWAI 226,2026-03,79,91,70,72,90,73,72,78.1,Sesuai Ekspektasi,03-08-2026 14:21:00
199712212026051001,PEGAWAI 227,2026-03,93,94,92,84,97,95,93,92.6,Diatas Ekspektasi,03-08-2026 14:21:00
198009112026061001,PEGAWAI 228,2026-03,85,95,93,73,95,80,88,87.0,Sesuai Ekspektasi,03-08-2026 14:21:00
199908092021091001,PEGAWAI 229,2026-03,80,91,86,89,84,75,74,82.7,Sesuai Ekspektasi,03-08-2026 14:21:00
197001231995091001,PEGAWAI 23,2026-03,93,90,90,72,89,82,83,85.6,Sesuai Ekspektasi,03-08-2026 14:21:00
197708132026041001,PEGAWAI 230,2026-03,82,78,90,74,91,83,93,84.4,Sesuai Ekspektasi,03-08-2026 14:21:00
199211112022032001,PEGAWAI 231,2026-03,72,89,72,91,74,94,72,80.6,Sesuai Ekspektasi,03-08-2026 14:21:00
197502271997061001,PEGAWAI 232,2026-03,90,74,82,88,83,91,79,83.9,Sesuai Ekspektasi,03-08-2026 14:21:00
199207062025092001,PEGAWAI 233,2026-03,79,70,91,85,74,71,74,77.7,Sesuai Ekspektasi,03-08-2026 14:21:00
196812051998051001,PEGAWAI 234,2026-03,78,75,92,85,95,77,88,84.3,Sesuai Ekspektasi,03-08-2026 14:21:00
197307211994051001,PEGAWAI 235,2026-03,82,70,90,83,74,74,84,79.6,Sesuai Ekspektasi,03-08-2026 14:21:00
196906171998021001,PEGAWAI 236,2026-03,92,80,83,95,95,85,89,88.4,Sesuai Ekspektasi,03-08-2026 14:21:00
197810092025111001,PEGAWAI 237,2026-03,95,72,86,89,79,94,83,85.4,Sesuai Ekspektasi,03-08-2026 14:21:00
199705132026101001,PEGAWAI 238,2026-03,91,87,94,85,85,91,93,89.4,Sesuai Ekspektasi,03-08-2026 14:21:00
199207132024111001,PEGAWAI 239,2026-03,77,86,91,78,83,71,72,79.7,Sesuai Ekspektasi,03-08-2026 14:21:00
199504172022071001,PEGAWAI 24,2026-03,90,80,84,95,73,70,71,80.4,Sesuai Ekspektasi,03-08-2026 14:21:00
196805281988091001,PEGAWAI 240,2026-03,81,94,84,93,71,74,70,81.0,Sesuai Ekspektasi,03-08-2026 14:21:00
200204142024061001,PEGAWAI 241,2026-03,80,87,91,76,79,77,71,80.1,Sesuai Ekspektasi,03-08-2026 14:21:00
199705062024121001,PEGAWAI 242,2026-03,87,90,80,92,82,76,91,85.4,Sesuai Ekspektasi,03-08-2026 14:21:00
199202062025111001,PEGAWAI 243,2026-03,94,97,93,92,93,93,94,93.7,Diatas Ekspektasi,03-08-2026 14:21:00
197304142007052001,PEGAWAI 244,2026-03,84,82,78,95,89,81,93,86.0,Sesuai Ekspektasi,03-08-2026 14:21:00
198807112009092001,PEGAWAI 245,2026-03,83,86,92,81,93,84,83,86.0,Sesuai Ekspektasi,03-08-2026 14:21:00
197602292010122001,PEGAWAI 246,2026-03,90,89,88,92,75,93,80,86.7,Sesuai Ekspektasi,03-08-2026 14:21:00
198607182026021001,PEGAWAI 247,2026-03,82,88,80,82,95,79,92,85.4,Sesuai Ekspektasi,03-08-2026 14:21:00
199202032024061001,PEGAWAI 248,2026-03,79,88,86,84,93,78,70,82.6,Sesuai Ekspektasi,03-08-2026 14:21:00
197002211996061001,PEGAWAI 249,2026-03,82,81,87,79,70,82,73,79.1,Sesuai Ekspektasi,03-08-2026 14:21:00
200004012023042001,PEGAWAI 25,2026-03,92,73,75,87,79,73,70,78.4,Sesuai Ekspektasi,03-08-2026 14:21:00
199302192013072001,PEGAWAI 250,2026-03,73,70,76,78,76,83,72,75.4,Sesuai Ekspektasi,03-08-2026 14:21:00
199007052026042001,PEGAWAI 26,2026-03,70,81,93,94,78,85,94,85.0,Sesuai Ekspektasi,03-08-2026 14:21:00
197407072010042001,PEGAWAI 27,2026-03,78,84,84,70,76,71,79,77.4,Sesuai Ekspektasi,03-08-2026 14:21:00
196703211999081001,PEGAWAI 28,2026-03,92,93,72,76,83,90,92,85.4,Sesuai Ekspektasi,03-08-2026 14:21:00
199510282017052001,PEGAWAI 29,2026-03,84,92,78,87,77,85,87,84.3,Sesuai Ekspektasi,03-08-2026 14:21:00
199309052025111001,PEGAWAI 3,2026-03,88,84,77,93,80,84,74,82.9,Sesuai Ekspektasi,03-08-2026 14:21:00
200009252026081001,PEGAWAI 30,2026-03,95,78,85,79,74,76,73,80.0,Sesuai Ekspektasi,03-08-2026 14:21:00
197902112016041001,PEGAWAI 31,2026-03,72,87,74,83,87,84,93,82.9,Sesuai Ekspektasi,03-08-2026 14:21:00
197408212026051001,PEGAWAI 32,2026-03,79,76,73,83,72,92,93,81.1,Sesuai Ekspektasi,03-08-2026 14:21:00
199312022025061001,PEGAWAI 33,2026-03,93,85,81,95,94,71,88,86.7,Sesuai Ekspektasi,03-08-2026 14:21:00
199802092022051001,PEGAWAI 34,2026-03,86,75,77,74,92,84,82,81.4,Sesuai Ekspektasi,03-08-2026 14:21:00
197907192027091001,PEGAWAI 35,2026-03,79,72,80,76,90,80,74,78.7,Sesuai Ekspektasi,03-08-2026 14:21:00
196706011999021001,PEGAWAI 36,2026-03,89,80,76,88,71,81,87,81.7,Sesuai Ekspektasi,03-08-2026 14:21:00
198311132026121001,PEGAWAI 37,2026-03,84,79,71,77,89,87,75,80.3,Sesuai Ekspektasi,03-08-2026 14:21:00
197611302024091001,PEGAWAI 38,2026-03,78,93,86,85,85,82,93,86.0,Sesuai Ekspektasi,03-08-2026 14:21:00
199511092023012001,PEGAWAI 39,2026-03,86,91,90,90,70,92,86,86.4,Sesuai Ekspektasi,03-08-2026 14:21:00
199302282027111001,PEGAWAI 4,2026-03,88,94,72,84,81,76,83,82.6,Sesuai Ekspektasi,03-08-2026 14:21:00
199606152023062001,PEGAWAI 40,2026-03,74,86,89,80,79,71,72,78.7,Sesuai Ekspektasi,03-08-2026 14:21:00
199602042026041001,PEGAWAI 41,2026-03,87,81,87,79,83,89,86,84.6,Sesuai Ekspektasi,03-08-2026 14:21:00
198703262009081001,PEGAWAI 42,2026-03,94,73,93,88,91,81,91,87.3,Sesuai Ekspektasi,03-08-2026 14:21:00
197509132027031001,PEGAWAI 43,2026-03,75,73,89,72,81,81,84,79.3,Sesuai Ekspektasi,03-08-2026 14:21:00
200112292024011001,PEGAWAI 44,2026-03,72,70,81,90,73,85,95,80.9,Sesuai Ekspektasi,03-08-2026 14:21:00
199710182025112001,PEGAWAI 45,2026-03,79,84,82,75,92,73,87,81.7,Sesuai Ekspektasi,03-08-2026 14:21:00
198804282024031001,PEGAWAI 46,2026-03,75,70,73,84,85,78,86,78.7,Sesuai Ekspektasi,03-08-2026 14:21:00
199809052024081001,PEGAWAI 47,2026-03,72,85,73,87,94,86,93,84.3,Sesuai Ekspektasi,03-08-2026 14:21:00
198512162009122001,PEGAWAI 48,2026-03,85,71,72,81,78,89,76,78.9,Sesuai Ekspektasi,03-08-2026 14:21:00
198304082024101001,PEGAWAI 49,2026-03,86,77,73,70,84,80,75,77.9,Sesuai Ekspektasi,03-08-2026 14:21:00
196908311989051001,PEGAWAI 5,2026-03,86,75,95,90,84,95,75,85.7,Sesuai Ekspektasi,03-08-2026 14:21:00
200203142025051001,PEGAWAI 50,2026-03,89,86,86,86,95,74,70,83.7,Sesuai Ekspektasi,03-08-2026 14:21:00
199211072027091001,PEGAWAI 51,2026-03,89,75,73,75,70,95,78,79.3,Sesuai Ekspektasi,03-08-2026 14:21:00
199906162024101001,PEGAWAI 52,2026-03,86,71,82,88,91,81,73,81.7,Sesuai Ekspektasi,03-08-2026 14:21:00
199806252027041001,PEGAWAI 53,2026-03,93,93,80,90,85,89,88,88.3,Sesuai Ekspektasi,03-08-2026 14:21:00
199204242016121001,PEGAWAI 54,2026-03,75,88,80,88,75,74,92,81.7,Sesuai Ekspektasi,03-08-2026 14:21:00
197202022024051001,PEGAWAI 55,2026-03,94,72,80,85,76,86,92,83.6,Sesuai Ekspektasi,03-08-2026 14:21:00
197209041999011001,PEGAWAI 56,2026-03,78,95,80,86,89,77,94,85.6,Sesuai Ekspektasi,03-08-2026 14:21:00
198901292027011001,PEGAWAI 57,2026-03,74,83,92,91,92,76,86,84.9,Sesuai Ekspektasi,03-08-2026 14:21:00
198110312024051001,PEGAWAI 58,2026-03,95,72,95,95,85,85,86,87.6,Sesuai Ekspektasi,03-08-2026 14:21:00
199904262025092001,PEGAWAI 59,2026-03,72,94,83,93,88,95,84,87.0,Sesuai Ekspektasi,03-08-2026 14:21:00
197110152025031001,PEGAWAI 6,2026-03,74,81,92,91,75,85,81,82.7,Sesuai Ekspektasi,03-08-2026 14:21:00
196911101996022001,PEGAWAI 60,2026-03,91,71,86,74,95,85,89,84.4,Sesuai Ekspektasi,03-08-2026 14:21:00
198101052016061001,PEGAWAI 61,2026-03,87,93,92,94,84,92,76,88.3,Sesuai Ekspektasi,03-08-2026 14:21:00
197609212026011001,PEGAWAI 62,2026-03,82,71,94,82,88,78,79,82.0,Sesuai Ekspektasi,03-08-2026 14:21:00
198505122026101001,PEGAWAI 63,2026-03,84,92,71,77,84,92,87,83.9,Sesuai Ekspektasi,03-08-2026 14:21:00
200306192024121001,PEGAWAI 64,2026-03,81,74,94,86,80,86,93,84.9,Sesuai Ekspektasi,03-08-2026 14:21:00
199711142024012001,PEGAWAI 65,2026-03,84,88,89,75,84,92,82,84.9,Sesuai Ekspektasi,03-08-2026 14:21:00
199502192024012001,PEGAWAI 66,2026-03,72,70,74,85,72,91,74,76.9,Sesuai Ekspektasi,03-08-2026 14:21:00
197907072024062001,PEGAWAI 67,2026-03,81,78,90,89,72,76,84,81.4,Sesuai Ekspektasi,03-08-2026 14:21:00
198206082026111001,PEGAWAI 68,2026-03,72,89,85,94,93,89,81,86.1,Sesuai Ekspektasi,03-08-2026 14:21:00
197604211999042001,PEGAWAI 69,2026-03,70,90,84,85,86,81,75,81.6,Sesuai Ekspektasi,03-08-2026 14:21:00
197712122024041001,PEGAWAI 7,2026-03,83,86,86,89,71,89,81,83.6,Sesuai Ekspektasi,03-08-2026 14:21:00
199009092012091001,PEGAWAI 70,2026-03,98,94,95,93,91,93,83,92.4,Diatas Ekspektasi,03-08-2026 14:21:00
199207292025031001,PEGAWAI 71,2026-03,92,79,89,88,83,77,75,83.3,Sesuai Ekspektasi,03-08-2026 14:21:00
199405252026092001,PEGAWAI 72,2026-03,72,78,87,71,80,87,75,78.6,Sesuai Ekspektasi,03-08-2026 14:21:00
200104282024022001,PEGAWAI 73,2026-03,84,76,77,79,75,94,91,82.3,Sesuai Ekspektasi,03-08-2026 14:21:00
199509262026081001,PEGAWAI 74,2026-03,75,76,73,76,71,88,90,78.4,Sesuai Ekspektasi,03-08-2026 14:21:00
197405021997021001,PEGAWAI 75,2026-03,94,94,77,81,76,71,70,80.4,Sesuai Ekspektasi,03-08-2026 14:21:00
198406302024051001,PEGAWAI 76,2026-03,85,72,81,92,74,84,91,82.7,Sesuai Ekspektasi,03-08-2026 14:21:00
197510172010012001,PEGAWAI 77,2026-03,87,92,75,78,81,75,89,82.4,Sesuai Ekspektasi,03-08-2026 14:21:00
197806042008041001,PEGAWAI 78,2026-03,70,92,87,81,77,76,73,79.4,Sesuai Ekspektasi,03-08-2026 14:21:00
198610032010031001,PEGAWAI 79,2026-03,88,95,78,93,90,73,78,85.0,Sesuai Ekspektasi,03-08-2026 14:21:00
200409252024091001,PEGAWAI 8,2026-03,72,70,93,74,73,94,78,79.1,Sesuai Ekspektasi,03-08-2026 14:21:00
197105162024081001,PEGAWAI 80,2026-03,78,70,89,82,91,94,91,85.0,Sesuai Ekspektasi,03-08-2026 14:21:00
199206052023081001,PEGAWAI 81,2026-03,70,81,89,78,77,93,92,82.9,Sesuai Ekspektasi,03-08-2026 14:21:00
199707032025072001,PEGAWAI 82,2026-03,80,94,70,87,82,94,71,82.6,Sesuai Ekspektasi,03-08-2026 14:21:00
199211022017021001,PEGAWAI 83,2026-03,88,71,83,70,78,82,85,79.6,Sesuai Ekspektasi,03-08-2026 14:21:00
199303022027022001,PEGAWAI 84,2026-03,73,85,80,93,95,87,91,86.3,Sesuai Ekspektasi,03-08-2026 14:21:00
197308181996122001,PEGAWAI 85,2026-03,76,90,76,83,83,82,73,80.4,Sesuai Ekspektasi,03-08-2026 14:21:00
199907092025121001,PEGAWAI 86,2026-03,92,80,86,91,94,83,71,85.3,Sesuai Ekspektasi,03-08-2026 14:21:00
199603072024071001,PEGAWAI 87,2026-03,82,94,86,92,83,81,79,85.3,Sesuai Ekspektasi,03-08-2026 14:21:00
199705172021121001,PEGAWAI 88,2026-03,79,91,77,91,74,91,72,82.1,Sesuai Ekspektasi,03-08-2026 14:21:00
199208022018051001,PEGAWAI 89,2026-03,91,90,76,82,80,81,85,83.6,Sesuai Ekspektasi,03-08-2026 14:21:00
199811082026012001,PEGAWAI 9,2026-03,90,80,83,89,95,77,92,86.6,Sesuai Ekspektasi,03-08-2026 14:21:00
197008102026011001,PEGAWAI 90,2026-03,93,82,94,83,81,91,76,85.7,Sesuai Ekspektasi,03-08-2026 14:21:00
197802232023071001,PEGAWAI 91,2026-03,74,93,95,83,78,83,76,83.1,Sesuai Ekspektasi,03-08-2026 14:21:00
199702232025072001,PEGAWAI 92,2026-03,75,86,92,70,84,89,72,81.1,Sesuai Ekspektasi,03-08-2026 14:21:00
199211142025102001,PEGAWAI 93,2026-03,93,76,72,91,95,91,91,87.0,Sesuai Ekspektasi,03-08-2026 14:21:00
199511092024041001,PEGAWAI 94,2026-03,70,89,93,80,88,80,75,82.1,Sesuai Ekspektasi,03-08-2026 14:21:00
197603292007082001,PEGAWAI 95,2026-03,79,77,74,83,90,82,76,80.1,Sesuai Ekspektasi,03-08-2026 14:21:00
198002292026032001,PEGAWAI 96,2026-03,83,82,89,93,84,81,82,84.9,Sesuai Ekspektasi,03-08-2026 14:21:00
197012012000021001,PEGAWAI 97,2026-03,78,79,91,76,83,76,83,80.9,Sesuai Ekspektasi,03-08-2026 14:21:00
199906232027032001,PEGAWAI 98,2026-03,78,72,76,70,89,71,81,76.7,Sesuai Ekspektasi,03-08-2026 14:21:00
198408022010081001,PEGAWAI 99,2026-03,94,99,93,94,95,89,83,92.4,Diatas Ekspektasi,03-08-2026 14:21:00
197110022025071001,PEGAWAI 1,2026-04,92,90,78,94,78,70,95,85.3,Sesuai Ekspektasi,03-08-2026 14:21:00
198103082027061001,PEGAWAI 10,2026-04,74,73,94,82,76,95,87,83.0,Sesuai Ekspektasi,03-08-2026 14:21:00
197505052025011001,PEGAWAI 100,2026-04,81,82,94,70,80,73,81,80.1,Sesuai Ekspektasi,03-08-2026 14:21:00
198602132024061001,PEGAWAI 101,2026-04,86,76,80,91,87,79,82,83.0,Sesuai Ekspektasi,03-08-2026 14:21:00
199201312026042001,PEGAWAI 102,2026-04,89,88,76,84,74,74,86,81.6,Sesuai Ekspektasi,03-08-2026 14:21:00
200301022024032001,PEGAWAI 103,2026-04,81,76,75,71,84,73,87,78.1,Sesuai Ekspektasi,03-08-2026 14:21:00
200103242025062001,PEGAWAI 104,2026-04,93,83,90,73,93,94,91,88.1,Sesuai Ekspektasi,03-08-2026 14:21:00
197709292026091001,PEGAWAI 105,2026-04,76,85,77,73,87,93,90,83.0,Sesuai Ekspektasi,03-08-2026 14:21:00
198401262027111001,PEGAWAI 106,2026-04,82,86,76,84,82,79,73,80.3,Sesuai Ekspektasi,03-08-2026 14:21:00
198007042023121001,PEGAWAI 107,2026-04,85,72,92,94,88,87,77,85.0,Sesuai Ekspektasi,03-08-2026 14:21:00
197801092012042001,PEGAWAI 108,2026-04,94,85,89,71,83,81,82,83.6,Sesuai Ekspektasi,03-08-2026 14:21:00
197608271997082001,PEGAWAI 109,2026-04,92,90,93,93,90,92,94,92.0,Diatas Ekspektasi,03-08-2026 14:21:00
197504282026011001,PEGAWAI 11,2026-04,88,83,89,87,91,75,83,85.1,Sesuai Ekspektasi,03-08-2026 14:21:00
197705272023041001,PEGAWAI 110,2026-04,73,84,72,90,76,90,93,82.6,Sesuai Ekspektasi,03-08-2026 14:21:00
198610242025051001,PEGAWAI 111,2026-04,85,81,82,84,92,83,78,83.6,Sesuai Ekspektasi,03-08-2026 14:21:00
198609172025041001,PEGAWAI 112,2026-04,84,87,86,72,87,80,83,82.7,Sesuai Ekspektasi,03-08-2026 14:21:00
198611222025061001,PEGAWAI 113,2026-04,90,88,81,86,79,93,85,86.0,Sesuai Ekspektasi,03-08-2026 14:21:00
198011292025051001,PEGAWAI 114,2026-04,80,76,84,74,90,70,73,78.1,Sesuai Ekspektasi,03-08-2026 14:21:00
199904252027051001,PEGAWAI 115,2026-04,89,72,93,80,86,75,92,83.9,Sesuai Ekspektasi,03-08-2026 14:21:00
198411102025031001,PEGAWAI 116,2026-04,87,86,82,76,76,78,74,79.9,Sesuai Ekspektasi,03-08-2026 14:21:00
198901102024051001,PEGAWAI 117,2026-04,84,70,93,86,78,89,71,81.6,Sesuai Ekspektasi,03-08-2026 14:21:00
197910012026071001,PEGAWAI 118,2026-04,93,93,72,87,93,91,71,85.7,Sesuai Ekspektasi,03-08-2026 14:21:00
198905262012022001,PEGAWAI 119,2026-04,74,87,84,91,88,78,76,82.6,Sesuai Ekspektasi,03-08-2026 14:21:00
198410102026081001,PEGAWAI 12,2026-04,71,86,84,91,89,91,88,85.7,Sesuai Ekspektasi,03-08-2026 14:21:00
197312182024051001,PEGAWAI 120,2026-04,85,70,76,94,80,94,91,84.3,Sesuai Ekspektasi,03-08-2026 14:21:00
197211012027112001,PEGAWAI 121,2026-04,95,77,75,84,72,81,84,81.1,Sesuai Ekspektasi,03-08-2026 14:21:00
199112282024102001,PEGAWAI 122,2026-04,91,71,73,80,90,75,84,80.6,Sesuai Ekspektasi,03-08-2026 14:21:00
199610252025012001,PEGAWAI 123,2026-04,72,76,72,87,83,87,81,79.7,Sesuai Ekspektasi,03-08-2026 14:21:00
196807121999061001,PEGAWAI 124,2026-04,78,82,89,91,82,77,92,84.4,Sesuai Ekspektasi,03-08-2026 14:21:00
200102282024041001,PEGAWAI 125,2026-04,80,71,77,82,89,93,82,82.0,Sesuai Ekspektasi,03-08-2026 14:21:00
196809291997031001,PEGAWAI 126,2026-04,89,92,76,71,93,70,81,81.7,Sesuai Ekspektasi,03-08-2026 14:21:00
197209142000011001,PEGAWAI 127,2026-04,82,95,91,72,84,86,79,84.1,Sesuai Ekspektasi,03-08-2026 14:21:00
198704072024011001,PEGAWAI 128,2026-04,78,77,75,80,74,90,77,78.7,Sesuai Ekspektasi,03-08-2026 14:21:00
197511032025021001,PEGAWAI 129,2026-04,88,84,86,84,84,86,94,86.6,Sesuai Ekspektasi,03-08-2026 14:21:00
199405232026081001,PEGAWAI 13,2026-04,74,88,88,89,77,76,85,82.4,Sesuai Ekspektasi,03-08-2026 14:21:00
197604101998081001,PEGAWAI 130,2026-04,93,77,75,92,75,84,91,83.9,Sesuai Ekspektasi,03-08-2026 14:21:00
197308052024081001,PEGAWAI 131,2026-04,75,72,80,86,89,91,79,81.7,Sesuai Ekspektasi,03-08-2026 14:21:00
198403152025011001,PEGAWAI 132,2026-04,91,93,89,88,94,92,90,91.0,Diatas Ekspektasi,03-08-2026 14:21:00
197908242009031001,PEGAWAI 133,2026-04,82,82,88,88,84,81,72,82.4,Sesuai Ekspektasi,03-08-2026 14:21:00
199602112017111001,PEGAWAI 134,2026-04,75,84,94,89,95,92,90,88.4,Sesuai Ekspektasi,03-08-2026 14:21:00
199107202015011001,PEGAWAI 135,2026-04,76,83,78,82,88,74,84,80.7,Sesuai Ekspektasi,03-08-2026 14:21:00
199905102024101001,PEGAWAI 136,2026-04,84,84,83,77,71,70,95,80.6,Sesuai Ekspektasi,03-08-2026 14:21:00
198003012025061001,PEGAWAI 137,2026-04,88,74,71,80,87,87,73,80.0,Sesuai Ekspektasi,03-08-2026 14:21:00
198804092025081001,PEGAWAI 138,2026-04,76,79,91,78,83,71,91,81.3,Sesuai Ekspektasi,03-08-2026 14:21:00
198601042026021001,PEGAWAI 139,2026-04,92,94,95,90,90,90,87,91.1,Diatas Ekspektasi,03-08-2026 14:21:00
197005122026091001,PEGAWAI 14,2026-04,76,81,86,81,85,90,93,84.6,Sesuai Ekspektasi,03-08-2026 14:21:00
199512242025041001,PEGAWAI 140,2026-04,70,85,88,76,95,80,83,82.4,Sesuai Ekspektasi,03-08-2026 14:21:00
198601242027111001,PEGAWAI 141,2026-04,78,75,73,73,93,81,90,80.4,Sesuai Ekspektasi,03-08-2026 14:21:00
199203272014031001,PEGAWAI 142,2026-04,81,77,70,87,89,77,81,80.3,Sesuai Ekspektasi,03-08-2026 14:21:00
197805102027062001,PEGAWAI 143,2026-04,75,94,89,72,92,95,85,86.0,Sesuai Ekspektasi,03-08-2026 14:21:00
199608112024032001,PEGAWAI 144,2026-04,94,81,95,72,71,72,88,81.9,Sesuai Ekspektasi,03-08-2026 14:21:00
199709182022092001,PEGAWAI 145,2026-04,88,70,92,77,95,71,74,81.0,Sesuai Ekspektasi,03-08-2026 14:21:00
199702112027112001,PEGAWAI 146,2026-04,71,76,71,72,94,91,71,78.0,Sesuai Ekspektasi,03-08-2026 14:21:00
199709222025122001,PEGAWAI 147,2026-04,71,81,75,73,87,77,95,79.9,Sesuai Ekspektasi,03-08-2026 14:21:00
197301232027042001,PEGAWAI 148,2026-04,85,90,92,81,71,84,89,84.6,Sesuai Ekspektasi,03-08-2026 14:21:00
199406152022112001,PEGAWAI 149,2026-04,93,93,94,95,92,91,98,93.7,Diatas Ekspektasi,03-08-2026 14:21:00
197808272027051001,PEGAWAI 15,2026-04,85,71,81,70,86,89,81,80.4,Sesuai Ekspektasi,03-08-2026 14:21:00
198312192001122001,PEGAWAI 150,2026-04,86,88,72,94,94,91,79,86.3,Sesuai Ekspektasi,03-08-2026 14:21:00
199411112027072001,PEGAWAI 151,2026-04,90,95,85,92,84,90,78,87.7,Sesuai Ekspektasi,03-08-2026 14:21:00
197407302010112001,PEGAWAI 152,2026-04,92,86,73,89,72,75,92,82.7,Sesuai Ekspektasi,03-08-2026 14:21:00
198907192024071001,PEGAWAI 153,2026-04,71,71,88,77,93,88,75,80.4,Sesuai Ekspektasi,03-08-2026 14:21:00
200111162024061001,PEGAWAI 154,2026-04,90,92,74,73,78,88,84,82.7,Sesuai Ekspektasi,03-08-2026 14:21:00
198912212025112001,PEGAWAI 155,2026-04,73,81,85,93,76,72,90,81.4,Sesuai Ekspektasi,03-08-2026 14:21:00
199911272025042001,PEGAWAI 156,2026-04,90,71,88,73,72,90,75,79.9,Sesuai Ekspektasi,03-08-2026 14:21:00
197504022025121001,PEGAWAI 157,2026-04,82,94,84,81,72,78,90,83.0,Sesuai Ekspektasi,03-08-2026 14:21:00
196802221996101001,PEGAWAI 158,2026-04,77,94,73,95,86,78,86,84.1,Sesuai Ekspektasi,03-08-2026 14:21:00
200007012025052001,PEGAWAI 159,2026-04,78,89,84,74,95,83,71,82.0,Sesuai Ekspektasi,03-08-2026 14:21:00
197308252026121001,PEGAWAI 16,2026-04,89,87,82,95,92,86,78,87.0,Sesuai Ekspektasi,03-08-2026 14:21:00
199712192026012001,PEGAWAI 160,2026-04,72,87,70,78,73,85,74,77.0,Sesuai Ekspektasi,03-08-2026 14:21:00
196804061988121001,PEGAWAI 161,2026-04,87,93,92,91,95,98,95,93.0,Diatas Ekspektasi,03-08-2026 14:21:00
199905012024101001,PEGAWAI 162,2026-04,77,79,82,95,91,95,94,87.6,Sesuai Ekspektasi,03-08-2026 14:21:00
199411222023011001,PEGAWAI 163,2026-04,71,95,84,89,92,87,72,84.3,Sesuai Ekspektasi,03-08-2026 14:21:00
199505112026022001,PEGAWAI 164,2026-04,71,88,83,77,92,88,81,82.9,Sesuai Ekspektasi,03-08-2026 14:21:00
199710232023031001,PEGAWAI 165,2026-04,90,70,76,71,79,80,94,80.0,Sesuai Ekspektasi,03-08-2026 14:21:00
200207182024112001,PEGAWAI 166,2026-04,81,76,71,73,92,94,84,81.6,Sesuai Ekspektasi,03-08-2026 14:21:00
199707112026021001,PEGAWAI 167,2026-04,70,93,74,84,79,83,92,82.1,Sesuai Ekspektasi,03-08-2026 14:21:00
199009012024051001,PEGAWAI 168,2026-04,92,71,81,74,85,94,92,84.1,Sesuai Ekspektasi,03-08-2026 14:21:00
199712152021031001,PEGAWAI 169,2026-04,78,86,85,86,80,75,95,83.6,Sesuai Ekspektasi,03-08-2026 14:21:00
199610022023051001,PEGAWAI 17,2026-04,77,75,73,73,85,95,75,79.0,Sesuai Ekspektasi,03-08-2026 14:21:00
200109162026071001,PEGAWAI 170,2026-04,91,90,95,75,75,78,91,85.0,Sesuai Ekspektasi,03-08-2026 14:21:00
199304302026041001,PEGAWAI 171,2026-04,95,91,89,87,70,91,72,85.0,Sesuai Ekspektasi,03-08-2026 14:21:00
197709242025121001,PEGAWAI 172,2026-04,98,95,90,91,90,94,92,92.9,Diatas Ekspektasi,03-08-2026 14:21:00
199710022025021001,PEGAWAI 173,2026-04,85,78,72,83,79,76,80,79.0,Sesuai Ekspektasi,03-08-2026 14:21:00
198212212024111001,PEGAWAI 174,2026-04,92,91,89,74,76,92,83,85.3,Sesuai Ekspektasi,03-08-2026 14:21:00
199906062024052001,PEGAWAI 175,2026-04,75,91,86,91,85,79,90,85.3,Sesuai Ekspektasi,03-08-2026 14:21:00
200006272027072001,PEGAWAI 176,2026-04,79,78,70,94,90,80,88,82.7,Sesuai Ekspektasi,03-08-2026 14:21:00
198807062010112001,PEGAWAI 177,2026-04,87,95,88,80,71,95,85,85.9,Sesuai Ekspektasi,03-08-2026 14:21:00
199710152020032001,PEGAWAI 178,2026-04,72,84,75,82,91,76,90,81.4,Sesuai Ekspektasi,03-08-2026 14:21:00
199812072025082001,PEGAWAI 179,2026-04,82,74,80,76,71,85,83,78.7,Sesuai Ekspektasi,03-08-2026 14:21:00
